scheme,category,is_number,title,qco_order,mandatory_status,certifying_body
Scheme-I (ISI Mark),Food & Agriculture,IS 8148:2018,Ducted and Package Air Conditioners,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 11329:2018,Finned type Heat Exchanger for Room Air Conditioner,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 10617:2018,Hermetic compressor Hermetic Compressors-Specification,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1293 : 2005,Plugs and socket-outlets of Rated Voltage up to and including 250 Volts and Rated current up to and including 16 amperes,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15884:2010,Alternating Current Direct Connected Static Prepayment Meters for Active Energy (Class1 and 2),"45. [Superseded by Plugs and Socket-Outlets and AC Direct Connected Static Prepayment Meters for Active Energy (Quality Control) Order, 2021](https://www.bis.gov.in/wp-content/uploads/2021/06/Plugs-and-Socket-Outlets-and-AC-Direct-Connected-Static-Prepayment-Meters-for-Active-Energy-Quality-Control-Order-2021.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 4246: 2002,Domestic Gas Stoves for use with Liquefied Petroleum Gases,"45. [Superseded by Plugs and Socket-Outlets and AC Direct Connected Static Prepayment Meters for Active Energy (Quality Control) Order, 2021](https://www.bis.gov.in/wp-content/uploads/2021/06/Plugs-and-Socket-Outlets-and-AC-Direct-Connected-Static-Prepayment-Meters-for-Active-Energy-Quality-Control-Order-2021.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 14900: 2018,Transparent Float Glass,"46. Domestic Gas Stoves for use with Liquefied Petroleum Gases (Quality Control) Order, 2019",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 2347:2017,Domestic Pressure Cooker,"47. Superseded by Transparent Float Glass (Quality Control) Order, 2021[(S.O. 1928 (E) dated 17.05.2021)](https://www.bis.gov.in/wp-content/uploads/2021/06/Transparent-Float-Glass-Quality-Control-Order-2021.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1554(Part 1) : 1988,Specification for PVC Insulated (Heavy Duty) Electric Cables Part 1 For Working Voltages up to and Including 1100 V,"Domestic Pressure Cooker (Quality Control) (Amendment) Order, 2020 [(S.O.2019(E) dated 23/06/2020)](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1554(Part 2) : 1988,Specification for PVC Insulated (Heavy Duty) Electric Cables Part 2 For Working Voltages from 3.3 kV up to and Including 11 kV,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 7098 (Part 1) : 1988,Specification for Crosslinked Polyethylene Insulated PVC Sheathed Cables Part 1 for working voltages up to and including 1100 V,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 7098 (Part 2) : 2011,Crosslinked polyethylene insulated Thermoplastics sheathed cables – Specification Part 2 for working voltages from 3.3 kV up to and including 33 kV,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 7098 (Part 3) : 1993,Cross-Linked Polyethylene Insulated Thermoplastics Sheathed Cables Part 3 For Working Voltages from 66 kV Up to and Including 220 kV,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 14255 : 1995,Aerial Bunched Cables – For Working Voltages Up to and Including 1100 Volts – Specification,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 9968 (Part 2) : 2002,Specification for Elastomer Insulated Cables Part 2 For Working Voltages form 3.3 kV Up to and Including 33 kV,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 8784 : 1987,Specification for Thermocouple Compensating Cables,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 9857 : 1990,Welding Cables – Specification,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 14494 : 2019,Elastomer Insulated Flexible Cables for Use in Mines – Specification,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 2593 : 1984,Specification for Flexible Cables for Miner’s Cap-Lamps,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 5950 : 1984,Specification for Shot Firing Cables (for use other than in shafts),"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 17048 : 2018,Halogen Free Flame Retardant (HFFR) Cables for Working Voltages Up to and Including 1100 V – Specification,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 9573(Part 1):2017,Rubber Hose for Liquefied Petroleum Gas (LPG)- Specification Part 1 Industrial Application,"49. Cables (Quality Control) Order, 2020 [(S.O. 294 (E) dated 21/01/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/01/Cables_28012020.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 9573(Part 2):2017,Rubber Hose for Liquefied Petroleum Gas (LPG)- Specification Part 2- Domestic and Commercial Application.,"50. Rubber Hose for Liquefied Petroleum Gas (LPG) (Quality Control ) Order, 2020 [(S.O. 478(E) dated 28th January 2020)](https://www.bis.gov.in/wp-content/uploads/2020/02/Rubber_Hose_LPG_QCO.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15392,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,"50. Rubber Hose for Liquefied Petroleum Gas (LPG) (Quality Control ) Order, 2020 [(S.O. 478(E) dated 28th January 2020)](https://www.bis.gov.in/wp-content/uploads/2020/02/Rubber_Hose_LPG_QCO.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 9873 (Part 1) : 2018,Safety of Toys Part l Safety Aspects Related to Mechanical and Physical Properties.,"51. Aluminium Foil (Quality Control) Order, 2020 [(S.O. 687 (E) dated 13/02/2020 )](https://www.bis.gov.in/wp-content/uploads/2020/02/Aluminium_foil_QCO.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 9873 (Part 2) : 2017,Safety of Toys Part 2 Flammability.,"Transition Facilitation (Quality Control) Order, 2026 [S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 9873 (Part 3) : 2017,Safety Requirements for Toys Part 3 Migration of Certain Elements.,"Transition Facilitation (Quality Control) Order, 2026 [S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 9873 (Part 4) : 2017,"Safety of Toys Part 4 Swings, Slides and Similar Activity Toys for Indoor and Outdoor Family Domestic Use.","Transition Facilitation (Quality Control) Order, 2026 [S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 9873 (Part 7) : 2017,Safety of Toys Part 7 Requirements and Test Methods for Finger Paints.,"Transition Facilitation (Quality Control) Order, 2026 [S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 9873 (Part 9) : 2017,Safety of Toys Part 9 Certain Phthalates Esters in Toys and Children’s Products.,"Transition Facilitation (Quality Control) Order, 2026 [S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 15644: 2006,Safety of Electric Toys.,"Transition Facilitation (Quality Control) Order, 2026 [S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 2835 : 1987,Flat Transparent Sheet Glass.,"Transition Facilitation (Quality Control) Order, 2026 [S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/07/Notification-of-Transition-Facilitation-Quality-Control-Order-2026-1.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 2553 (Part 1):2018,"Safety Glass -Specification Part 1 Architectural, Building and General uses.","53. Superseded by Flat Transparent Sheet Glass (Quality Control) Order, 2021 [(S.O. 4144(E) dated 7th October, 2021)](https://www.bis.gov.in/wp-content/uploads/2021/10/Flat-Transparent-Sheet-Glass-Quality-Control-Order-2021.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 2553 (Part 2):2019,Safety Glass -Specification Part 2 For Road Transport .,"Safety Glass(Quality Control) Amendment Order, 2023 [(S.O. 1431(E), dated 24 March 2023)](https://www.bis.gov.in/wp-content/uploads/2023/04/Safety-Glass-QCO-amendment.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Toys & Children Products,IS 14887:2014,Textiles –High Density Polyethylene (HDPE)/ Polypropylene (PP) Woven Sacks for packaging of 50 kilogram Foodgrains,"Safety Glass(Quality Control) Amendment Order, 2023 [(S.O. 1431(E), dated 24 March 2023)](https://www.bis.gov.in/wp-content/uploads/2023/04/Safety-Glass-QCO-amendment.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 16208:2015,"Textiles –High Density Polyethylene (HDPE)/ Polypropylene (PP) Woven Sacks for packaging 10 kilogram, 15 kilogram, 20 kilogram, 25 kilogram, and 30 kilogram Foodgrains","55. The Textiles-High Density Polyethylene and Polypropylene woven sacks for packaging or filling (quality control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 14968:2015,Textiles –High Density Polyethylene (HDPE)/ Polypropylene (PP) Woven Sacks for packaging 50 kilogram /25 kilogram Sugar,"55. The Textiles-High Density Polyethylene and Polypropylene woven sacks for packaging or filling (quality control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 14252:2015,Textiles –High Density Polyethylene (HDPE)/ Polypropylene (PP) Woven Sacks for filling Sand,"55. The Textiles-High Density Polyethylene and Polypropylene woven sacks for packaging or filling (quality control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 13095:1991,Butterfly valves for general purpose,"55. The Textiles-High Density Polyethylene and Polypropylene woven sacks for packaging or filling (quality control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 14490:2018,Plain Copier Paper,"Bicycles- Retro Reflective Devices (Quality Control) Amendment Order, 2024 [S.O. 4569(E), dated 18th October 2024](https://www.bis.gov.in/wp-content/uploads/2024/10/Bicycles-Retro-Reflective-Devices-Quality-Control-Amendment-Order-2024.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 2052 : 2009,Compounded Feeds for Cattle,"58. Plain Copier Paper (Quality Control) Order, 2020. [(S.O. 2149(E) dated 05/06/2020)](https://www.bis.gov.in/wp-content/uploads/2020/07/QCO-Copier-paper-DPIIT.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 5557: 2004,Industrial and protective rubber knee and ankle boots,"Automobile Wheel Rim Component (Quality Control) Amendment Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 5557 (Part 2): 2018,All rubber gum boots and ankle boots,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 5676: 1995,Moulded solid rubber soles and heels,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 6664: 1992,Rubber microcellular sheets for soles and heels,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 6719: 1972,Solid PVC soles and heels,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 6721: 1972,PVC sandal,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 10702: 1992,Rubber Hawai Chappal,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 12254: 1993,Polyvinyl chloride(PVC) industrial boots,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 13893: 1994,"Polyurethane sole, semirigid","Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 13995: 1995,Unlined moulded rubber boots,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 16645: 2018,Moulded plastics footwear- Lined or Unlined polyurethane boots for general industrial use,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 16994: 2018,Footwear for men and women for municipal scavenging work,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
